year,month,day,dep_delay,arr_delay,carrier,origin,dest,air_time,distance,hour
2014,1,14,-3,-14,UA,LGA,ORD,117,733,17
2014,1,14,-1,-18,UA,LGA,ORD,116,733,19
2014,1,14,-8,-7,UA,EWR,IAH,220,1400,12
2014,1,14,-9,-33,UA,JFK,LAX,326,2475,8
2014,1,14,-8,3,UA,LGA,ORD,124,733,8
2014,1,14,-8,20,UA,EWR,FLL,169,1065,14
2014,1,14,12,-19,UA,JFK,SFO,340,2586,12
2014,1,14,-1,-34,UA,JFK,LAX,323,2475,14
2014,1,14,-1,-28,UA,EWR,BOS,40,200,20
2014,1,14,-5,-43,UA,EWR,LAX,313,2454,7
2014,1,14,-6,-15,UA,EWR,IAH,208,1400,5
2014,1,14,27,19,UA,EWR,IAH,213,1400,17
2014,1,14,32,-11,UA,EWR,SFO,322,2565,19
2014,1,14,-2,-22,UA,EWR,CLE,69,404,18
2014,1,14,1,-45,UA,EWR,LAX,311,2454,13
2014,1,14,3,-48,UA,EWR,SFO,325,2565,17
2014,1,14,0,-17,UA,EWR,BOS,33,200,21
2014,1,14,-1,13,UA,EWR,MIA,173,1085,6
2014,1,14,13,-15,UA,EWR,DEN,215,1605,14
2014,1,14,-6,2,UA,EWR,MCO,157,937,17
2014,1,14,-3,-40,UA,EWR,LAS,295,2227,9
2014,1,14,-1,29,UA,EWR,BOS,40,200,15
2014,1,14,-2,-51,UA,EWR,SFO,327,2565,11
2014,1,14,2,-33,UA,EWR,EGE,239,1725,9
2014,1,14,0,13,UA,EWR,PBI,169,1023,10
2014,1,14,-1,10,UA,EWR,MCO,158,937,6
2014,1,14,-1,0,UA,EWR,TPA,161,997,17
2014,1,14,-3,-10,UA,EWR,ORD,120,719,16
2014,1,14,7,-35,UA,EWR,LAX,308,2454,17
2014,1,14,-2,-18,UA,EWR,ORD,116,719,18
2014,1,14,1,-11,UA,EWR,IAH,213,1400,16
2014,1,14,3,-27,UA,EWR,SFO,330,2565,15
2014,1,14,11,25,UA,EWR,MCO,160,937,11
2014,1,14,-3,9,UA,EWR,MIA,183,1085,11
2014,1,14,-4,2,UA,EWR,BOS,46,200,8
2014,1,14,-5,-41,UA,EWR,SAN,313,2425,14
2014,1,14,-5,-18,UA,LGA,DEN,229,1620,11
2014,1,14,-3,-26,UA,EWR,SJU,191,1608,7
2014,1,14,-3,5,UA,LGA,IAH,240,1416,8
2014,1,14,1,-36,UA,EWR,LAX,320,2454,20
2014,1,14,2,12,UA,EWR,IAH,220,1400,13
2014,1,14,0,-2,UA,EWR,FLL,163,1065,16
2014,1,14,-6,-24,UA,EWR,ORD,114,719,12
2014,1,14,0,-1,UA,EWR,PBI,163,1023,18
2014,1,14,-2,-1,UA,EWR,MCO,155,937,14
2014,1,14,3,-16,UA,EWR,SFO,337,2565,7
2014,1,14,-3,-37,UA,EWR,SFO,335,2565,5
2014,1,14,-5,1,UA,EWR,TPA,162,997,20
2014,1,14,-7,-23,UA,LGA,CLE,68,419,15
2014,1,14,-4,0,UA,LGA,IAH,226,1416,7
2014,1,14,-2,-54,UA,EWR,LAX,297,2454,19
2014,1,14,-6,-4,UA,EWR,IAH,218,1400,20
2014,1,14,-3,-33,UA,EWR,LAS,288,2227,17
2014,1,14,-6,-40,UA,EWR,LAS,294,2227,6
2014,1,14,-4,-35,UA,EWR,STT,195,1634,9
2014,1,14,-4,-11,UA,EWR,PBI,154,1023,20
2014,1,14,-1,9,UA,EWR,MCO,157,937,16
2014,1,14,-4,-15,UA,EWR,DEN,233,1605,6
2014,1,14,11,23,UA,EWR,RSW,165,1068,14
2014,1,14,-3,22,UA,EWR,MCO,164,937,7
2014,1,14,1,-38,UA,EWR,LAX,311,2454,15
2014,1,14,1,12,UA,EWR,FLL,171,1065,12
2014,1,14,-2,-35,UA,EWR,LAS,293,2227,12
2014,1,14,-4,-9,UA,EWR,IAH,220,1400,10
2014,1,14,12,71,UA,EWR,TPA,165,997,15
2014,1,14,4,-16,UA,EWR,DEN,221,1605,12
2014,1,14,-9,-39,UA,EWR,SAN,323,2425,8
2014,1,14,2,24,UA,EWR,TPA,177,997,11
2014,1,14,-5,-19,UA,EWR,CLE,65,404,16
2014,1,14,-6,-29,UA,EWR,ORD,118,719,7
2014,1,14,7,-13,UA,EWR,DEN,235,1605,8
2014,1,14,10,-53,UA,EWR,SFO,317,2565,20
2014,1,14,4,-46,UA,EWR,SFO,327,2565,14
2014,1,14,-2,-20,UA,EWR,PBI,154,1023,8
2014,1,14,36,57,UA,EWR,MIA,176,1085,15
2014,1,14,1,-18,UA,EWR,ORD,116,719,16
2014,1,14,0,-15,UA,EWR,BOS,39,200,10
2014,1,14,-6,-15,UA,EWR,BOS,38,200,6
2014,1,14,-6,-3,UA,EWR,MCO,160,937,19
2014,1,14,-3,-15,UA,EWR,IAH,213,1400,8
2014,1,14,-4,-28,UA,EWR,ORD,113,719,6
2014,1,14,-3,-10,UA,EWR,FLL,164,1065,18
2014,1,14,6,-38,UA,EWR,LAX,312,2454,11
2014,1,14,-4,-40,UA,EWR,HNL,603,4963,9
2014,1,14,-5,-17,UA,EWR,RSW,162,1068,19
2014,1,14,-8,-24,UA,EWR,ORD,113,719,18
2014,1,14,-6,-21,UA,EWR,BOS,37,200,21
2014,1,14,-5,-13,UA,EWR,FLL,163,1065,20
2014,1,14,-6,-15,UA,LGA,IAH,224,1416,16
2014,1,14,7,-28,UA,JFK,SFO,328,2586,15
2014,1,14,41,33,UA,EWR,PBI,157,1023,14
2014,1,14,-5,-56,UA,EWR,SNA,314,2434,16
2014,1,14,-4,-16,UA,EWR,CLE,67,404,14
2014,1,14,0,-10,UA,EWR,DFW,214,1372,13
2014,1,14,-8,-46,UA,JFK,LAX,312,2475,11
2014,1,14,-3,1,UA,EWR,ORD,119,719,8
2014,1,14,23,16,UA,EWR,BOS,41,200,14
2014,1,14,-3,-18,UA,JFK,SFO,346,2586,6
2014,1,14,2,-36,UA,JFK,LAX,303,2475,20
2014,1,14,16,-14,UA,EWR,PDX,324,2434,17
2014,1,14,-9,-4,UA,LGA,IAH,223,1416,14
2014,1,14,-7,-20,UA,LGA,ORD,119,733,6
2014,1,14,-3,-5,UA,EWR,IAH,212,1400,7
2014,1,14,-12,-13,UA,LGA,DEN,233,1620,6
2014,1,14,16,-9,UA,JFK,SFO,339,2586,9
2014,1,14,-17,-23,UA,EWR,SAT,235,1569,18
2014,1,14,-3,-28,UA,EWR,SNA,324,2434,8
2014,1,14,14,13,UA,EWR,SEA,323,2402,16
2014,1,14,-3,-52,UA,EWR,PHX,276,2133,12
2014,1,14,-2,-31,UA,JFK,SFO,333,2586,18
2014,1,14,0,-17,UA,JFK,SFO,346,2586,8
2014,1,14,11,-13,UA,JFK,LAX,328,2475,6
2014,1,14,-5,-22,UA,EWR,BOS,37,200,7
2014,1,14,0,-39,UA,LGA,DEN,208,1620,15
2014,1,14,5,-6,UA,LGA,IAH,219,1416,12
2014,1,14,3,-7,UA,EWR,SEA,331,2402,8
2014,1,14,33,-1,UA,EWR,SFO,322,2565,10
2014,1,14,66,79,UA,EWR,BOS,40,200,18
2014,1,14,-10,-15,UA,EWR,DFW,215,1372,17
2014,1,14,-10,0,UA,LGA,IAH,213,1416,18
2014,1,14,-7,-3,UA,EWR,MIA,172,1085,9
2014,1,14,-4,-13,UA,EWR,MIA,162,1085,20
2014,1,14,-6,-19,UA,LGA,IAH,225,1416,10
2014,1,14,-4,-15,UA,EWR,MCO,149,937,9
2014,1,14,-6,-20,UA,EWR,FLL,168,1065,7
2014,1,14,16,-24,UA,EWR,DEN,212,1605,18
2014,1,14,-7,-5,US,EWR,PHX,309,2133,10
2014,1,14,-7,4,US,EWR,CLT,108,529,8
2014,1,14,0,-28,US,JFK,PHX,285,2153,13
2014,1,14,-1,-26,US,JFK,PHX,281,2153,10
2014,1,14,5,-16,US,EWR,PHX,280,2133,13
2014,1,14,-4,2,US,EWR,CLT,92,529,17
2014,1,14,-4,-1,US,JFK,CLT,109,541,11
2014,1,14,1,-8,US,LGA,CLT,103,544,15
2014,1,14,-6,8,US,EWR,CLT,103,529,13
2014,1,14,-12,-10,US,JFK,CLT,110,541,6
2014,1,14,-9,-5,US,JFK,CLT,111,541,10
2014,1,14,0,-4,US,LGA,CLT,95,544,17
2014,1,14,-6,0,US,EWR,CLT,111,529,6
2014,1,14,-5,1,US,LGA,CLT,114,544,10
2014,1,14,-7,14,US,LGA,CLT,119,544,7
2014,1,14,-5,12,US,EWR,CLT,114,529,10
2014,1,14,5,26,US,LGA,PHL,31,96,15
2014,1,14,-5,-2,US,LGA,CLT,108,544,12
2014,1,14,-1,1,US,JFK,CLT,106,541,13
2014,1,14,-3,11,US,JFK,CLT,123,541,8
2014,1,14,-8,11,US,LGA,CLT,116,544,11
2014,1,14,-8,-13,US,EWR,CLT,88,529,4
2014,1,14,-8,-1,US,LGA,PHL,41,96,5
2014,1,14,-13,-5,US,EWR,CLT,106,529,6
2014,1,14,-2,9,US,LGA,CLT,102,544,14
2014,1,14,0,10,US,EWR,CLT,98,529,14
2014,1,14,-6,8,US,LGA,CLT,121,544,8
2014,1,14,-10,-8,US,LGA,CLT,119,544,6
2014,1,14,-9,2,US,LGA,BOS,37,184,5
2014,1,14,-8,-21,US,LGA,BOS,39,184,6
2014,1,14,-8,-14,US,LGA,BOS,42,184,7
2014,1,14,-7,-19,US,LGA,BOS,34,184,8
2014,1,14,-6,-21,US,LGA,BOS,37,184,9
2014,1,14,-11,-22,US,LGA,BOS,42,184,10
2014,1,14,-7,-8,US,LGA,BOS,36,184,11
2014,1,14,-8,-16,US,LGA,BOS,39,184,12
2014,1,14,-7,-9,US,LGA,BOS,41,184,13
2014,1,14,-8,-21,US,LGA,BOS,40,184,14
2014,1,14,-8,0,US,LGA,BOS,37,184,15
2014,1,14,-6,-7,US,LGA,BOS,40,184,16
2014,1,14,-7,-24,US,LGA,BOS,39,184,17
2014,1,14,-7,-22,US,LGA,BOS,33,184,18
2014,1,14,-7,-21,US,LGA,BOS,41,184,19
2014,1,14,-9,19,US,LGA,DCA,53,214,5
2014,1,14,-9,-4,US,LGA,DCA,49,214,6
2014,1,14,-6,11,US,LGA,DCA,67,214,7
2014,1,14,-8,-13,US,LGA,DCA,52,214,8
2014,1,14,-7,-15,US,LGA,DCA,51,214,9
2014,1,14,-7,6,US,LGA,DCA,64,214,10
2014,1,14,-6,1,US,LGA,DCA,58,214,11
2014,1,14,-6,4,US,LGA,DCA,70,214,12
2014,1,14,-8,4,US,LGA,DCA,58,214,13
2014,1,14,-8,17,US,LGA,DCA,65,214,14
2014,1,14,-8,-3,US,LGA,DCA,65,214,15
2014,1,14,-2,-6,US,LGA,DCA,57,214,16
2014,1,14,-1,-3,US,LGA,DCA,56,214,17
2014,1,14,10,-3,US,LGA,DCA,44,214,19
2014,1,14,-6,-27,US,LGA,DCA,48,214,19
2014,1,14,-9,-15,US,LGA,DCA,45,214,20
2014,1,15,-9,-24,AA,JFK,LAX,321,2475,8
2014,1,15,-5,-40,AA,JFK,LAX,323,2475,11
2014,1,15,4,-18,AA,JFK,LAX,329,2475,19
2014,1,15,-7,-17,AA,LGA,PBI,165,1035,7
2014,1,15,-1,-36,AA,JFK,LAX,309,2475,7
2014,1,15,0,-25,AA,JFK,LAX,321,2475,13
2014,1,15,-6,13,AA,EWR,LAX,341,2454,18
2014,1,15,34,2,AA,JFK,LAX,329,2475,22
2014,1,15,18,-26,AA,JFK,LAX,333,2475,16
2014,1,15,24,23,AA,JFK,MIA,181,1089,15
2014,1,15,-3,-22,AA,JFK,SEA,343,2422,18
2014,1,15,-5,-1,AA,EWR,MIA,173,1085,16
2014,1,15,16,0,AA,JFK,SFO,361,2586,18
2014,1,15,-3,0,AA,JFK,BOS,46,187,12
2014,1,15,10,-17,AA,JFK,SFO,337,2586,10
2014,1,15,24,-1,AA,JFK,LAX,337,2475,17
2014,1,15,1,-21,AA,JFK,BOS,39,187,17
2014,1,15,8,-10,AA,JFK,ORD,117,740,17
2014,1,15,-7,-43,AA,JFK,AUS,205,1521,17
2014,1,15,-5,-36,AA,EWR,DFW,184,1372,12
2014,1,15,-3,-25,AA,LGA,ORD,117,733,5
2014,1,15,-9,-14,AA,LGA,ORD,112,733,6
2014,1,15,3,-12,AA,LGA,ORD,116,733,7
2014,1,15,-7,-19,AA,LGA,ORD,115,733,7
2014,1,15,-6,8,AA,LGA,ORD,115,733,8
2014,1,15,2,-20,AA,EWR,DFW,192,1372,14
2014,1,15,24,19,AA,LGA,ORD,112,733,10
2014,1,15,-3,-1,AA,LGA,ORD,120,733,11
2014,1,15,-6,-11,AA,LGA,ORD,119,733,13
2014,1,15,-6,-6,AA,LGA,ORD,115,733,15
2014,1,15,-2,-27,AA,LGA,ORD,111,733,16
2014,1,15,-9,-37,AA,LGA,ORD,113,733,17
2014,1,15,15,52,AA,JFK,STT,212,1623,8
2014,1,15,1,-27,AA,LGA,ORD,113,733,18
2014,1,15,-5,-15,AA,LGA,ORD,112,733,19
2014,1,15,1,15,AA,LGA,MIA,172,1096,11
2014,1,15,6,21,AA,LGA,MIA,182,1096,13
2014,1,15,0,7,AA,JFK,MIA,172,1089,9
2014,1,15,-7,-33,AA,LGA,DFW,194,1389,16
2014,1,15,3,2,AA,LGA,MIA,168,1096,6
2014,1,15,0,20,AA,EWR,MIA,168,1085,6
2014,1,15,-4,-34,AA,EWR,DFW,193,1372,9
2014,1,15,-2,-37,AA,LGA,DFW,202,1389,5
2014,1,15,-3,-25,AA,LGA,DFW,201,1389,6
2014,1,15,-4,-44,AA,LGA,DFW,199,1389,7
2014,1,15,39,24,AA,LGA,DFW,200,1389,9
2014,1,15,-2,-28,AA,LGA,DFW,196,1389,10
2014,1,15,-6,-46,AA,LGA,DFW,195,1389,17
2014,1,15,-9,-38,AA,LGA,DFW,192,1389,19
2014,1,15,-12,-32,AA,LGA,DFW,200,1389,11
2014,1,15,-4,-25,AA,LGA,DFW,193,1389,12
2014,1,15,-5,-33,AA,LGA,DFW,191,1389,12
2014,1,15,9,-28,AA,LGA,DFW,192,1389,13
2014,1,15,-8,-27,AA,LGA,DFW,199,1389,14
2014,1,15,-4,-5,AA,LGA,DFW,194,1389,15
2014,1,15,-8,-9,AA,LGA,PBI,172,1035,15
2014,1,15,10,26,AA,JFK,SJU,215,1598,8
2014,1,15,-7,-27,AA,EWR,DFW,195,1372,7
2014,1,15,0,27,AA,LGA,MIA,184,1096,15
2014,1,15,78,76,AA,LGA,MIA,173,1096,14
2014,1,15,3,1,AA,JFK,LAS,296,2248,6
2014,1,15,-12,6,AA,EWR,MIA,175,1085,11
2014,1,15,-3,6,AA,LGA,MIA,163,1096,10
2014,1,15,0,16,AA,LGA,MIA,189,1096,18
2014,1,15,-6,-3,AA,EWR,DFW,198,1372,19
2014,1,15,1,2,AA,JFK,MIA,170,1089,12
2014,1,15,-3,17,AA,JFK,MIA,175,1089,5
2014,1,15,4,39,AA,LGA,MIA,179,1096,8
2014,1,15,-4,5,AA,LGA,MIA,174,1096,7
2014,1,15,0,26,AA,JFK,MCO,174,944,14
2014,1,15,2,4,AA,JFK,MIA,176,1089,17
2014,1,15,-11,2,AA,LGA,MIA,188,1096,14
2014,1,15,-3,-13,AA,JFK,BOS,37,187,19
2014,1,15,-11,17,AA,LGA,MIA,208,1096,16
2014,1,15,-5,9,AA,LGA,MIA,191,1096,19
2014,1,15,1,-6,AA,JFK,EGE,250,1746,17
2014,1,15,21,0,AA,EWR,DFW,191,1372,17
2014,1,15,-5,37,AA,JFK,MCO,168,944,6
2014,1,15,0,-4,AS,EWR,SEA,331,2402,18
2014,1,15,-9,2,B6,EWR,BOS,43,200,6
2014,1,15,13,5,B6,JFK,MSY,182,1182,14
2014,1,15,0,23,B6,JFK,MSY,192,1182,6
2014,1,15,-1,4,B6,JFK,RSW,185,1074,15
2014,1,15,-2,-4,B6,JFK,SYR,43,209,22
2014,1,15,-2,-12,B6,JFK,BOS,38,187,13
2014,1,15,13,-2,B6,JFK,BUF,54,301,10
2014,1,15,4,-12,B6,JFK,ROC,50,264,14
2014,1,15,41,23,B6,JFK,BOS,33,187,19
2014,1,15,40,40,B6,EWR,BOS,40,200,21
2014,1,15,-6,-6,B6,JFK,IAD,52,228,12
2014,1,15,-4,-33,B6,JFK,BTV,40,266,16
2014,1,15,116,88,B6,JFK,ORD,115,740,22
2014,1,15,5,19,B6,JFK,CLT,105,541,8
2014,1,15,17,8,B6,JFK,PWM,44,273,13
2014,1,15,-6,-1,B6,JFK,IAD,53,228,17
2014,1,15,-9,-19,B6,JFK,BUF,55,301,22
2014,1,15,-6,-33,B6,JFK,HOU,205,1428,14
2014,1,15,62,49,B6,JFK,BOS,35,187,17
2014,1,15,9,8,B6,JFK,SYR,42,209,9
2014,1,15,76,87,B6,JFK,PBI,173,1028,14
2014,1,15,-1,0,B6,JFK,BOS,39,187,22
2014,1,15,-7,2,B6,JFK,BTV,41,266,9
2014,1,15,-2,20,B6,JFK,CHS,123,636,13
2014,1,15,125,115,B6,JFK,BUF,56,301,20
2014,1,15,-7,-1,B6,JFK,PWM,45,273,9
2014,1,15,-6,-9,B6,JFK,BOS,43,187,12
2014,1,15,39,45,B6,EWR,BOS,38,200,17
2014,1,15,4,7,B6,JFK,HOU,211,1428,8
2014,1,15,-4,-6,B6,JFK,CLT,101,541,17
2014,1,15,2,-3,B6,JFK,PWM,41,273,22
2014,1,15,4,25,B6,JFK,CHS,113,636,8
2014,1,15,-4,-12,B6,JFK,BUF,58,301,13
2014,1,15,-2,-9,B6,JFK,RDU,80,427,17
2014,1,15,7,1,B6,JFK,ROC,53,264,22
2014,1,15,1,-2,B6,JFK,BTV,41,266,22
2014,1,15,-8,-1,B6,JFK,RDU,79,427,7
2014,1,15,0,-8,B6,JFK,SYR,44,209,12
2014,1,15,18,8,B6,JFK,BUF,56,301,16
2014,1,15,68,60,B6,JFK,BUF,56,301,22
2014,1,15,-7,-19,B6,EWR,BOS,44,200,8
2014,1,15,-2,-20,B6,JFK,BOS,36,187,10
2014,1,15,-10,-20,B6,EWR,BOS,39,200,11
2014,1,15,0,16,B6,JFK,BOS,44,187,7
2014,1,15,5,3,B6,JFK,BOS,36,187,20
2014,1,15,32,28,B6,JFK,SJU,211,1598,18
2014,1,15,-3,20,B6,EWR,RSW,183,1068,7
2014,1,15,-7,21,B6,LGA,TPA,181,1010,7
2014,1,15,-9,39,B6,LGA,FLL,187,1076,14
2014,1,15,8,28,B6,JFK,FLL,185,1069,10
2014,1,15,57,67,B6,JFK,TPA,171,1005,20
2014,1,15,29,44,B6,JFK,FLL,184,1069,14
2014,1,15,2,-29,B6,JFK,PHX,289,2153,19
2014,1,15,-7,17,B6,JFK,JAX,143,828,8
2014,1,15,3,20,B6,JFK,JAX,144,828,15
2014,1,15,9,-8,B6,JFK,LAS,305,2248,21
2014,1,15,-2,15,B6,JFK,FLL,169,1069,5
2014,1,15,36,69,B6,JFK,FLL,189,1069,13
2014,1,15,0,-12,B6,JFK,SLC,286,1990,19
2014,1,15,15,22,B6,JFK,PBI,170,1028,17
2014,1,15,-14,-7,B6,EWR,MCO,158,937,11
2014,1,15,23,60,B6,EWR,MCO,161,937,18
2014,1,15,-2,-40,B6,JFK,LAS,292,2248,9
2014,1,15,4,29,B6,JFK,RSW,185,1074,12
2014,1,15,234,256,B6,LGA,TPA,174,1010,19
2014,1,15,-1,39,B6,JFK,FLL,185,1069,20
2014,1,15,15,-11,B6,JFK,AUS,210,1521,20
2014,1,15,-5,9,B6,LGA,MCO,160,950,6
2014,1,15,-7,12,B6,EWR,MCO,163,937,13
2014,1,15,-2,41,B6,JFK,SRQ,184,1041,7
2014,1,15,15,47,B6,LGA,FLL,188,1076,10
2014,1,15,-2,22,B6,JFK,PBI,174,1028,19
2014,1,15,3,6,B6,JFK,SJU,203,1598,6
2014,1,15,17,50,B6,JFK,MCO,169,944,15
2014,1,15,56,55,B6,JFK,MCO,159,944,19
2014,1,15,20,10,B6,JFK,LAS,312,2248,19
2014,1,15,-2,-8,B6,EWR,SJU,205,1608,7
2014,1,15,63,106,B6,EWR,PBI,175,1023,17
2014,1,15,9,-13,B6,JFK,SAN,309,2446,8
2014,1,15,194,161,B6,JFK,ABQ,259,1826,23
2014,1,15,-3,5,B6,JFK,BQN,208,1576,23
2014,1,15,-2,0,B6,JFK,MCO,156,944,5
2014,1,15,-3,14,B6,JFK,MCO,167,944,12
2014,1,15,-2,29,B6,EWR,MCO,166,937,8
2014,1,15,-1,15,B6,LGA,MCO,167,950,17
2014,1,15,-3,-7,B6,JFK,SJU,207,1598,20
2014,1,15,12,61,B6,EWR,FLL,179,1065,13
2014,1,15,19,44,B6,LGA,FLL,173,1076,9
2014,1,15,6,-21,B6,JFK,BUR,327,2465,17
2014,1,15,-2,20,B6,JFK,SJU,204,1598,8
2014,1,15,-1,18,B6,JFK,FLL,184,1069,18
2014,1,15,-4,22,B6,JFK,MCO,159,944,9
2014,1,15,96,96,B6,EWR,SJU,210,1608,0
2014,1,15,5,6,B6,JFK,MCO,169,944,16
2014,1,15,-1,24,B6,JFK,TPA,176,1005,8
2014,1,15,-3,50,B6,JFK,FLL,179,1069,8
2014,1,15,46,57,B6,LGA,PBI,177,1035,17
2014,1,15,12,23,B6,LGA,PBI,172,1035,14
2014,1,15,141,158,B6,LGA,FLL,180,1076,21
2014,1,15,-5,24,B6,LGA,PBI,166,1035,7
2014,1,15,23,32,B6,EWR,TPA,167,997,15
2014,1,15,37,77,B6,LGA,FLL,185,1076,22
2014,1,15,0,30,B6,EWR,FLL,169,1065,6
2014,1,15,16,31,B6,LGA,RSW,190,1080,13
2014,1,15,-1,12,B6,JFK,PBI,164,1028,6
2014,1,15,-9,18,B6,LGA,SRQ,179,1047,13
2014,1,15,-13,3,B6,LGA,MCO,165,950,20
2014,1,15,12,25,B6,LGA,FLL,170,1076,6
2014,1,15,22,-3,B6,JFK,LAX,321,2475,9
2014,1,15,-1,-1,B6,JFK,ORD,119,740,6
2014,1,15,-7,-3,B6,JFK,SEA,340,2422,17
2014,1,15,-7,5,B6,JFK,ROC,50,264,9
2014,1,15,-1,-44,B6,JFK,LGB,314,2465,13
2014,1,15,50,75,B6,JFK,FLL,188,1069,16
2014,1,15,-3,30,B6,JFK,PBI,169,1028,7
2014,1,15,-6,-3,B6,JFK,BQN,201,1576,5
2014,1,15,0,7,B6,JFK,TPA,174,1005,14
2014,1,15,169,163,B6,JFK,LAX,347,2475,23
2014,1,15,3,18,B6,JFK,MCO,162,944,8
2014,1,15,-4,41,B6,EWR,PBI,169,1023,18
2014,1,15,-9,53,B6,EWR,FLL,186,1065,9
2014,1,15,59,117,B6,EWR,FLL,187,1065,18
2014,1,15,89,101,B6,JFK,MCO,165,944,21
2014,1,15,8,34,B6,JFK,RSW,191,1074,6
2014,1,15,-4,-11,B6,JFK,SJU,208,1598,14
2014,1,15,0,-40,B6,JFK,LAX,311,2475,6
2014,1,15,0,10,B6,JFK,PSE,216,1617,23
2014,1,15,-3,34,B6,LGA,MCO,165,950,9
2014,1,15,-3,20,B6,JFK,FLL,179,1069,7
2014,1,15,-6,-2,B6,JFK,AUS,224,1521,8
2014,1,15,27,25,B6,JFK,SFO,361,2586,17
2014,1,15,43,-4,B6,JFK,LAX,319,2475,17
2014,1,15,-2,-24,B6,JFK,SFO,333,2586,8
2014,1,15,-6,9,B6,JFK,TPA,170,1005,6
2014,1,15,11,46,B6,JFK,SJU,218,1598,7
2014,1,15,18,-2,AA,JFK,LAS,304,2248,17
2014,1,15,-3,-43,AA,JFK,SFO,329,2586,7
2014,1,15,5,-48,AA,JFK,DFW,190,1391,15
2014,1,15,47,34,AA,JFK,SAN,331,2446,17
2014,1,15,27,26,AA,JFK,BOS,39,187,8
2014,1,15,29,-11,AA,JFK,SFO,346,2586,15
2014,1,15,9,1,AA,JFK,SJU,207,1598,16
2014,1,15,2,24,AA,JFK,MIA,178,1089,7
2014,1,15,14,8,DL,JFK,DEN,238,1626,20
2014,1,15,7,-11,DL,JFK,SFO,369,2586,16
2014,1,15,0,-51,DL,JFK,LAX,322,2475,15
2014,1,15,0,-5,DL,JFK,SEA,336,2422,15
2014,1,15,-1,-22,DL,JFK,LAX,324,2475,8
2014,1,15,-5,-39,DL,JFK,LAX,317,2475,11
2014,1,15,-2,-2,DL,JFK,ATL,125,760,6
2014,1,15,4,-32,DL,JFK,LAX,326,2475,18
2014,1,15,-2,-17,DL,JFK,LAX,332,2475,20
2014,1,15,-5,-36,DL,JFK,SFO,334,2586,6
2014,1,15,-5,-30,DL,JFK,SFO,346,2586,12
2014,1,15,-9,-47,DL,JFK,SFO,337,2586,17
2014,1,15,-3,-10,DL,JFK,SFO,359,2586,18
2014,1,15,-4,-28,DL,JFK,SLC,270,1990,10
2014,1,15,23,5,DL,JFK,MSP,149,1029,12
2014,1,15,1,-14,DL,JFK,SEA,328,2422,7
2014,1,15,5,-28,DL,JFK,SEA,331,2422,18
2014,1,15,-9,-64,DL,JFK,SAN,316,2446,19
2014,1,15,13,8,DL,JFK,STT,212,1623,8
2014,1,15,-3,28,DL,LGA,ATL,135,762,8
2014,1,15,71,108,DL,LGA,FLL,189,1076,15
2014,1,15,19,16,DL,LGA,MSP,147,1020,14
2014,1,15,0,16,DL,LGA,ATL,136,762,10
2014,1,15,-4,21,DL,LGA,FLL,190,1076,18
2014,1,15,-2,7,DL,LGA,TPA,174,1010,11
2014,1,15,-10,0,DL,LGA,FLL,179,1076,6
2014,1,15,195,226,DL,LGA,MCO,162,950,11
2014,1,15,-4,8,DL,LGA,PBI,179,1035,14
2014,1,15,0,-24,DL,LGA,MSP,145,1020,6
2014,1,15,-6,12,DL,LGA,TPA,178,1010,15
2014,1,15,130,137,DL,EWR,ATL,124,746,17
2014,1,15,25,34,DL,LGA,ATL,132,762,12
2014,1,15,0,25,DL,LGA,MIA,183,1096,15
2014,1,15,-6,13,DL,LGA,MIA,184,1096,7
2014,1,15,27,11,DL,JFK,PDX,336,2454,16
2014,1,15,-7,-20,DL,LGA,MSP,155,1020,18
2014,1,15,-4,-1,DL,JFK,SJU,204,1598,14
2014,1,15,73,92,DL,EWR,ATL,121,746,17
2014,1,15,-4,31,DL,JFK,SJU,196,1598,6
2014,1,15,-1,8,DL,LGA,ATL,130,762,7
2014,1,15,20,11,DL,JFK,FLL,178,1069,16
2014,1,15,19,-10,DL,JFK,LAS,312,2248,15
2014,1,15,-9,8,DL,LGA,MIA,180,1096,10
2014,1,15,-6,51,DL,LGA,FLL,217,1076,11
2014,1,15,-1,-7,DL,JFK,MIA,179,1089,16
2014,1,15,-1,5,DL,LGA,MSP,143,1020,8
2014,1,15,-1,-12,DL,LGA,DTW,77,502,19
2014,1,15,8,-12,DL,JFK,SLC,277,1990,19
2014,1,15,-2,24,DL,LGA,MIA,189,1096,18
2014,1,15,-2,-12,DL,JFK,ATL,127,760,17
2014,1,15,-4,-22,DL,JFK,BOS,35,187,20
2014,1,15,-4,4,DL,JFK,MCO,164,944,19
2014,1,15,24,-4,DL,JFK,SLC,283,1990,16
2014,1,15,-1,7,DL,JFK,SJU,203,1598,19
2014,1,15,-2,6,DL,LGA,DTW,83,502,9
2014,1,15,-7,-11,DL,LGA,ATL,127,762,16
2014,1,15,1,24,DL,LGA,MCO,164,950,15
2014,1,15,-4,9,DL,JFK,MIA,175,1089,8
2014,1,15,12,9,DL,LGA,MSP,146,1020,11
2014,1,15,46,22,DL,LGA,DTW,83,502,17
2014,1,15,-2,7,DL,LGA,ATL,131,762,13
2014,1,15,42,29,DL,JFK,DTW,86,509,8
2014,1,15,0,-44,DL,JFK,AUS,206,1521,17
2014,1,15,-7,6,DL,LGA,RSW,190,1080,17
